assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id,activity_type
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(O[C@@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,2425.0,nM,=,CHEMBL236195,active
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(O[C@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,15.0,nM,=,CHEMBL236193,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,4.3,nM,=,CHEMBL392144,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,39.0,nM,=,CHEMBL393941,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,32.0,nM,=,CHEMBL236192,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,144.0,nM,=,CHEMBL429448,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,45.0,nM,=,CHEMBL236190,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,20.0,nM,=,CHEMBL236188,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,115.0,nM,=,CHEMBL236187,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,25.0,nM,=,CHEMBL236185,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,7.7,nM,=,CHEMBL392060,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,8.3,nM,=,CHEMBL236184,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,15.0,nM,=,CHEMBL236183,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,14.0,nM,=,CHEMBL392059,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,10.0,nM,=,CHEMBL236182,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,20.0,nM,=,CHEMBL394132,active
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,190.0,nM,=,CHEMBL238271,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,600.0,nM,=,CHEMBL392878,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,8000.0,nM,=,CHEMBL418455,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,600.0,nM,=,CHEMBL81880,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,800.0,nM,=,CHEMBL116438,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,100.0,nM,=,CHEMBL245688,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC,20000.0,nM,=,CHEMBL245476,inactive
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,1800.0,nM,=,CHEMBL396917,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O,2700.0,nM,=,CHEMBL248338,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C,1100.0,nM,=,CHEMBL248337,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC,1300.0,nM,=,CHEMBL248133,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)c2)cc1N,300.0,nM,=,CHEMBL248132,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,700.0,nM,=,CHEMBL248131,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,1000.0,nM,=,CHEMBL247932,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC,600.0,nM,=,CHEMBL247931,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,600.0,nM,=,CHEMBL247930,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(N(C)C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1900.0,nM,=,CHEMBL247728,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1400.0,nM,=,CHEMBL247727,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2ccc(O)c(OC)c2)nc(/C=C/c2ccc(O)c(OC)c2)c1,1700.0,nM,=,CHEMBL247726,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(Cl)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1100.0,nM,=,CHEMBL247530,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1100.0,nM,=,CHEMBL427878,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,800.0,nM,=,CHEMBL247328,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,1100.0,nM,=,CHEMBL247929,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O,900.0,nM,=,CHEMBL247927,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)n2)ccc1N(C)C,800.0,nM,=,CHEMBL391205,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O,900.0,nM,=,CHEMBL247725,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)n2)cc1OC,500.0,nM,=,CHEMBL247674,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,700.0,nM,=,CHEMBL247524,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)n2)ccc1O,2300.0,nM,=,CHEMBL427877,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C,900.0,nM,=,CHEMBL394713,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(NC)c3)n2)ccc1O,500.0,nM,=,CHEMBL248327,active
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)n2)ccc1OC,1100.0,nM,=,CHEMBL248122,active
Inhibition of self-induced amyloid beta (1-40) aggregation by thioflavin T formation assay,IC50,CCN(CCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCCCCN(CC)Cc1ccccc1OC)C3=O)Cc1ccccc1OC,9690.0,nM,=,CHEMBL450553,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3ccccc3o2)cc1,2300.0,nM,=,CHEMBL492216,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,COc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,810.0,nM,=,CHEMBL492217,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,160.0,nM,=,CHEMBL491203,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,Cc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,130.0,nM,=,CHEMBL509088,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3cc(F)ccc3o2)cc1,1980.0,nM,=,CHEMBL489978,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3cc(Cl)ccc3o2)cc1,200.0,nM,=,CHEMBL446870,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3cc(Br)ccc3o2)cc1,470.0,nM,=,CHEMBL489979,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3cc(I)ccc3o2)cc1,170.0,nM,=,CHEMBL524114,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,70.0,nM,=,CHEMBL524141,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3ccc(O)cc3o2)cc1,3620.0,nM,=,CHEMBL443097,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,Cc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,3440.0,nM,=,CHEMBL491406,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1,2190.0,nM,=,CHEMBL491407,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3ccc(Cl)cc3o2)cc1,3210.0,nM,=,CHEMBL490798,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3ccc(Br)cc3o2)cc1,1340.0,nM,=,CHEMBL490799,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1,2800.0,nM,=,CHEMBL492023,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,COc1ccc2oc(/C=C/c3ccc(N)cc3)cc2c1,820.0,nM,=,CHEMBL492024,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,80.0,nM,=,CHEMBL523824,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,Cl.Nc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,2950.0,nM,=,CHEMBL444393,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CNc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1.Cl,2160.0,nM,=,CHEMBL490808,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,COc1ccc2cc(/C=C/c3ccc(N)cc3)oc2c1,5440.0,nM,=,CHEMBL490806,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,CNc1ccc(/C=C/c2cc3ccc(OC)cc3o2)cc1,800.0,nM,=,CHEMBL489994,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1,160.0,nM,=,CHEMBL489792,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,COc1ccc2cc(/C=C/c3ccc(N(C)C)c(OC)c3)oc2c1,530.0,nM,=,CHEMBL521929,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,800.0,nM,=,CHEMBL116438,active
Inhibition of amyloid beta42 fibril formation by thioflavin T formation,IC50,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,8000.0,nM,=,CHEMBL418455,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H],27.0,nM,=,CHEMBL1788111,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],58.0,nM,=,CHEMBL1788121,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]N(c1ccc(-c2nc3ccc(OC)cc3s2)cn1)C([3H])([3H])[3H],58.0,nM,=,CHEMBL1744459,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],19.0,nM,=,CHEMBL1744460,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1,81.0,nM,=,CHEMBL1082545,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CNc1ccc(-c2nc3cc(O)ccc3s2)cn1,74.0,nM,=,CHEMBL1082546,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CN(C)c1ncc(-c2nc3ccc(O)cc3s2)cn1,41.0,nM,=,CHEMBL1088617,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CNc1ncc(-c2nc3ccc(O)cc3s2)cn1,267.0,nM,=,CHEMBL1077196,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,85.0,nM,=,CHEMBL1087548,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CNc1ccc2nc(-c3ccc(C(N)=O)nc3)sc2c1,35.0,nM,=,CHEMBL1077208,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],182.0,nM,=,CHEMBL1744461,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(OC)cc3o2)cn1)C([3H])([3H])[3H],204.0,nM,=,CHEMBL1744462,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CNc1ccc(-c2nc3ccc(OC)cc3o2)cn1,185.0,nM,=,CHEMBL1082889,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],85.0,nM,=,CHEMBL1744463,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,137.0,nM,=,CHEMBL1083207,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],75.0,nM,=,CHEMBL1744464,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CNc1ccc(-c2cc3ccc(O)cc3o2)cn1,45.0,nM,=,CHEMBL1084943,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,66.0,nM,=,CHEMBL1084944,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,COc1ccc2cc(-c3ccc(C(N)=O)nc3)oc2c1,60.0,nM,=,CHEMBL1084945,active
Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting,IC50,COc1ccc2cc(-c3ccc(C(N)=O)cn3)oc2c1,33.0,nM,=,CHEMBL1084946,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,19.0,nM,=,CHEMBL93124,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2nc3ccc(O)cc3s2)cn1,22.0,nM,=,CHEMBL570378,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,Oc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,158.0,nM,=,CHEMBL2048299,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,COc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,35.0,nM,=,CHEMBL2048300,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,Oc1ccc2nc(-c3ccc(NCCCF)nc3)oc2c1,395.0,nM,=,CHEMBL2048301,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,Oc1ccc2nc(-c3ccc(NCCF)nc3)sc2c1,33.0,nM,=,CHEMBL2048302,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,Oc1ccc2nc(-c3ccc(NCCCF)nc3)sc2c1,66.0,nM,=,CHEMBL2048303,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,24.0,nM,=,CHEMBL579205,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2nc3ccc(O)cc3s2)nc1F,44.0,nM,=,CHEMBL2048304,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2nc3ccc(OC)cc3s2)c(F)n1,14.0,nM,=,CHEMBL2048305,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2nc3ccc(O)cc3s2)c(F)n1,124.0,nM,=,CHEMBL2048306,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F,98.0,nM,=,CHEMBL2048307,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,24.0,nM,=,CHEMBL2048308,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)c(F)n1,19.0,nM,=,CHEMBL2048309,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ncc(-c2cc3cc(O)ccc3o2)cc1F,30.0,nM,=,CHEMBL2048310,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,COc1ccc2oc(-c3ccc(C(N)=O)nc3F)cc2c1,32.0,nM,=,CHEMBL2048311,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,NC(=O)c1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,44.0,nM,=,CHEMBL2048312,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2cc3cc(O)ccc3o2)nc1F,35.0,nM,=,CHEMBL2048313,active
Displacement of [3H]AZD2184 from human amyloid beta(1 to 40),IC50,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)nc1F,32.0,nM,=,CHEMBL2048314,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)ncn2)ccc1O,3200.0,nM,=,CHEMBL2059203,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(O)c3)ncn2)cc1O,2100.0,nM,=,CHEMBL2059204,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,CN(C)c1cc(/C=C/c2cc(/C=C/c3ccc(O)c(N(C)C)c3)ncn2)ccc1O,3700.0,nM,=,CHEMBL2059205,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)c(O)c3)ncn2)cc1O,3400.0,nM,=,CHEMBL2059206,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,COc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,800.0,nM,=,CHEMBL2059212,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,CSc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,1100.0,nM,=,CHEMBL2059218,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,Oc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(O)cc3)c2)cc1,1600.0,nM,=,CHEMBL2059388,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,COc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(OC)c(O)c3)c2)cc1O,1600.0,nM,=,CHEMBL2059391,active
Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis,IC50,CN(C)c1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,3300.0,nM,=,CHEMBL2059393,active
Inhibition of amyloid beta42 aggregation assessed as reduction in fluorescence after 4 days by thioflavin T-based fluorometry,IC50,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,13000.0,nM,=,CHEMBL2063873,inactive
Inhibition of amyloid beta42 aggregation assessed as reduction in fluorescence measured immediately post-compound addition by thioflavin T-based fluorometry,IC50,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,62000.0,nM,=,CHEMBL2063873,inactive
Inhibition of amyloid beta42 aggregation assessed as reduction in fluorescence measured immediately post-compound addition by thioflavin T-based fluorometry,IC50,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,30000.0,nM,=,CHEMBL2063874,inactive
Inhibition of amyloid beta42 aggregation assessed as reduction in fluorescence after 4 days by thioflavin T-based fluorometry,IC50,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,23000.0,nM,=,CHEMBL2063874,inactive
Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,O=C(O)/C=C/c1ccc(O)c(O)c1,32800.0,nM,=,CHEMBL145,inactive
Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,92900.0,nM,=,CHEMBL284616,inactive
Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O,16400.0,nM,=,CHEMBL249447,inactive
