assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id,activity_type,structure_curated,substance_type_name,pIC50
Inhibition of gamma-secretase,IC50,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,180.0,nM,=,CHEMBL231545,active,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,organic,6.7447274948966935
Inhibition of gamma-secretase,IC50,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,1000.0,nM,=,CHEMBL231035,active,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,organic,6.0
Inhibition of gamma-secretase,IC50,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,680.0,nM,=,CHEMBL230931,active,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,organic,6.167491087293763
Inhibition of gamma-secretase,IC50,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,880.0,nM,=,CHEMBL425304,active,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,organic,6.055517327849832
Inhibition of gamma-secretase,IC50,CN1CCN(C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,780.0,nM,=,CHEMBL231125,active,CN1CCN(C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,organic,6.107905397309519
Inhibition of gamma-secretase,IC50,CN1CCN(C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,1900.0,nM,=,CHEMBL390478,active,CN1CCN(C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,organic,5.721246399047171
Inhibition of gamma-secretase,IC50,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,86.0,nM,=,CHEMBL231544,active,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.0655015487564325
Inhibition of gamma-secretase,IC50,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,280.0,nM,=,CHEMBL389549,active,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,organic,6.552841968657781
Inhibition of gamma-secretase,IC50,CN1CCCC1CCNC(=O)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,220.0,nM,=,CHEMBL231447,active,CN1CCCC1CCNC(=O)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,organic,6.657577319177793
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,0.3,nM,=,CHEMBL240055,active,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,organic,9.522878745280337
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,56.0,nM,=,CHEMBL240286,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.251811972993799
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,47.0,nM,=,CHEMBL240285,active,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.327902142064283
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,46.0,nM,=,CHEMBL398395,active,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,organic,7.337242168318426
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,17.0,nM,=,CHEMBL240284,active,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,organic,7.769551078621726
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,14.0,nM,=,CHEMBL240071,active,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,organic,7.853871964321762
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,12.0,nM,=,CHEMBL240070,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.920818753952375
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,27.0,nM,=,CHEMBL240069,active,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,organic,7.568636235841013
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,3.5,nM,=,CHEMBL442801,active,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,organic,8.455931955649724
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.5,nM,=,CHEMBL239859,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.455931955649724
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,2.5,nM,=,CHEMBL239858,active,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.602059991327963
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,2.8,nM,=,CHEMBL400420,active,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,organic,8.55284196865778
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,2.4,nM,=,CHEMBL239629,active,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,organic,8.619788758288394
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,12.0,nM,=,CHEMBL393941,active,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,organic,7.920818753952375
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,16.0,nM,=,CHEMBL236192,active,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,organic,7.795880017344075
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,29.0,nM,=,CHEMBL429448,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,organic,7.5376020021010435
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,81.0,nM,=,CHEMBL236191,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,organic,7.0915149811213505
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,6.9,nM,=,CHEMBL236190,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,organic,8.161150909262744
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,27.0,nM,=,CHEMBL236189,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,organic,7.568636235841013
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,9.6,nM,=,CHEMBL236188,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,organic,8.017728766960431
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,16.0,nM,=,CHEMBL236187,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,organic,7.795880017344075
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,25.0,nM,=,CHEMBL236186,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,organic,7.6020599913279625
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,10.0,nM,=,CHEMBL236185,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,organic,8.0
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.5,nM,=,CHEMBL392060,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.455931955649724
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.9,nM,=,CHEMBL236184,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.161150909262744
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,17.0,nM,=,CHEMBL236183,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.769551078621726
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,12.0,nM,=,CHEMBL392059,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.920818753952375
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,13.0,nM,=,CHEMBL236182,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.886056647693163
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,9.0,nM,=,CHEMBL394132,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.045757490560675
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,28.0,nM,=,CHEMBL238271,active,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,organic,7.552841968657781
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.2,nM,=,CHEMBL392144,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.494850021680094
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,104.0,nM,=,CHEMBL236196,active,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,organic,6.982966660701219
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,57.0,nM,=,CHEMBL429449,active,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,organic,7.2441251443275085
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(O[C@@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,2425.0,nM,=,CHEMBL236195,active,O=C(O[C@@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,organic,5.615288257061717
Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,IC50,O=C(O[C@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,15.0,nM,=,CHEMBL236193,active,O=C(O[C@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,organic,7.823908740944319
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,4.3,nM,=,CHEMBL392144,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.366531544420413
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,39.0,nM,=,CHEMBL393941,active,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,organic,7.4089353929735005
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,32.0,nM,=,CHEMBL236192,active,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,organic,7.494850021680094
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,144.0,nM,=,CHEMBL429448,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,organic,6.841637507904751
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,45.0,nM,=,CHEMBL236190,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,organic,7.346787486224656
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,20.0,nM,=,CHEMBL236188,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,organic,7.698970004336019
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,115.0,nM,=,CHEMBL236187,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,organic,6.939302159646388
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,25.0,nM,=,CHEMBL236185,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,organic,7.6020599913279625
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,7.7,nM,=,CHEMBL392060,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.113509274827518
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,8.3,nM,=,CHEMBL236184,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.080921907623926
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,15.0,nM,=,CHEMBL236183,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.823908740944319
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,14.0,nM,=,CHEMBL392059,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.853871964321762
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,10.0,nM,=,CHEMBL236182,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,8.0
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,20.0,nM,=,CHEMBL394132,active,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,organic,7.698970004336019
Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,IC50,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,190.0,nM,=,CHEMBL238271,active,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,organic,6.721246399047171
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,600.0,nM,=,CHEMBL392878,active,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,organic,6.221848749616356
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,8000.0,nM,=,CHEMBL418455,active,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,organic,5.096910013008056
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,600.0,nM,=,CHEMBL81880,active,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,organic,6.221848749616356
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,800.0,nM,=,CHEMBL116438,active,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,organic,6.096910013008056
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,100.0,nM,=,CHEMBL245688,active,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,organic,7.0
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC,20000.0,nM,=,CHEMBL245476,inactive,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC,organic,4.698970004336019
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,1800.0,nM,=,CHEMBL396917,active,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,organic,5.7447274948966935
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O,2700.0,nM,=,CHEMBL248338,active,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O,organic,5.568636235841013
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C,1100.0,nM,=,CHEMBL248337,active,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C,organic,5.958607314841775
Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,IC50,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC,1300.0,nM,=,CHEMBL248133,active,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC,organic,5.886056647693163
