assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC(C(=O)O)c1ccc(-c2csc3ccccc23)c(F)c1,83000.0,nM,=,CHEMBL194274
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2csc3ccccc23)c(F)c1,,nM,,CHEMBL194274
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccsc2)c(F)c1,40.0,%,=,CHEMBL371875
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2ccsc2)c(F)c1,,nM,,CHEMBL371875
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccncc2)c(F)c1,11.0,%,=,CHEMBL194645
Concentration required to inhibit A beta 42 peptide b; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2ccncc2)c(F)c1,,nM,,CHEMBL194645
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,67.0,%,=,CHEMBL196321
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,67000.0,nM,=,CHEMBL196321
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,,nM,,CHEMBL196321
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc3c(c2)OCO3)c(F)c1,42.0,%,=,CHEMBL196322
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC(C(=O)O)c1ccc(-c2ccc3c(c2)OCO3)c(F)c1,210000.0,nM,=,CHEMBL196322
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,27.0,%,=,CHEMBL1394
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,,nM,,CHEMBL1394
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,76.0,%,=,CHEMBL380778
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,41000.0,nM,=,CHEMBL380778
Concentration required to inhibit A beta 40 peptide 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,25.0,%,=,CHEMBL380778
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,75.0,%,=,CHEMBL197202
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,35000.0,nM,=,CHEMBL197202
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,,nM,,CHEMBL197202
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1C(F)(F)F,57.0,%,=,CHEMBL426291
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1C(F)(F)F,,nM,,CHEMBL426291
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,2.0,%,=,CHEMBL196691
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,,nM,,CHEMBL196691
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccccc3)c(F)c2)CC1,40.0,%,=,CHEMBL194760
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,O=C(O)C1(c2ccc(-c3ccccc3)c(F)c2)CC1,,nM,,CHEMBL194760
Concentration required to inhibit A beta 40 peptide,IC50,O=C(O)C1(c2ccc(-c3ccccc3)c(F)c2)CC1,-1.0,%,=,CHEMBL194760
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,55.0,%,=,CHEMBL196246
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,111000.0,nM,=,CHEMBL196246
Concentration required to inhibit A beta 40 peptide 100 um,IC50,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,22000.0,nM,=,CHEMBL196246
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,79.0,%,=,CHEMBL196945
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,41000.0,nM,=,CHEMBL196945
Concentration required to inhibit A beta 40 peptide 100 uM,IC50,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,14000.0,nM,=,CHEMBL196945
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,49.0,%,=,CHEMBL196946
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,96300.0,nM,=,CHEMBL196946
Concentration required to inhibit A beta 40 peptide 100 uM,IC50,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,-5.0,%,=,CHEMBL196946
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,75.0,%,=,CHEMBL372751
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,46000.0,nM,=,CHEMBL372751
Concentration required to inhibit A beta 40 peptide 100 uM,IC50,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,101000.0,nM,=,CHEMBL372751
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(C4CCOCC4)cc3)c(F)c2)CC1,52.0,%,=,CHEMBL193634
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,O=C(O)C1(c2ccc(-c3ccc(C4CCOCC4)cc3)c(F)c2)CC1,,nM,,CHEMBL193634
Concentration required to inhibit A beta 40 peptide 100 uM; nd is not determined,IC50,O=C(O)C1(c2ccc(-c3ccc(C4CCOCC4)cc3)c(F)c2)CC1,,nM,,CHEMBL193634
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,58.0,%,=,CHEMBL194692
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,70600.0,nM,=,CHEMBL194692
Concentration required to inhibit A beta 40 peptide 100 uM; nd is not determined,IC50,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,,nM,,CHEMBL194692
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C)(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,77.0,%,=,CHEMBL364738
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(C)(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,,nM,,CHEMBL364738
Concentration required to inhibit A beta 40 peptide 100 um,Inhibition,CC(C)(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,47.0,%,=,CHEMBL364738
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(C4CCCCC4)cc3)c(F)c2)CC1,60.0,%,=,CHEMBL194838
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,O=C(O)C1(c2ccc(-c3ccc(C4CCCCC4)cc3)c(F)c2)CC1,,nM,,CHEMBL194838
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,O=C(O)C1(c2ccc(-c3ccc(C4CCCCC4)cc3)c(F)c2)CC1,,nM,,CHEMBL194838
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,99.0,%,=,CHEMBL196947
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,31600.0,nM,=,CHEMBL196947
Concentration required to inhibit A beta 40 peptide 100 uM,IC50,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,409000.0,nM,=,CHEMBL196947
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,80.0,%,=,CHEMBL372846
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,33600.0,nM,=,CHEMBL372846
Concentration required to inhibit A beta 40 peptide,IC50,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,111000.0,nM,=,CHEMBL372846
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,75.0,%,=,CHEMBL427548
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,57900.0,nM,=,CHEMBL427548
Concentration required to inhibit A beta 40 peptide 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,32.0,%,=,CHEMBL427548
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,97.0,%,=,CHEMBL197140
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,11000.0,nM,=,CHEMBL197140
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,,nM,,CHEMBL197140
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,28.0,%,=,CHEMBL382721
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,,nM,,CHEMBL382721
Concentration required to inhibit A beta 40 peptide,IC50,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,81000.0,nM,=,CHEMBL382721
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,,nM,,CHEMBL382721
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,O=C(O)C1(c2ccc(-c3ccc(OC4CCC(C(F)(F)F)CC4)cc3)c(F)c2)CC1,70.0,%,=,CHEMBL436483
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,O=C(O)C1(c2ccc(-c3ccc(OC4CCC(C(F)(F)F)CC4)cc3)c(F)c2)CC1,17700.0,nM,=,CHEMBL436483
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,43.0,%,=,CHEMBL196070
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,114000.0,nM,=,CHEMBL196070
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,,nM,,CHEMBL196070
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)NO)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,31.0,%,=,CHEMBL196244
Concentration required to inhibit A beta 42 peptide; nd is not determined,IC50,CC(C(=O)NO)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,,nM,,CHEMBL196244
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,34.0,%,=,CHEMBL197305
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,,nM,,CHEMBL197305
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,,nM,,CHEMBL197305
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1,46.0,%,=,CHEMBL382746
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1,,nM,,CHEMBL382746
Concentration required to inhibit A beta 40 peptide; nd is not determined,IC50,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1,,nM,,CHEMBL382746
Percent inhibition against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL) at 100 uM,Inhibition,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,70.0,%,=,CHEMBL193900
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,64000.0,nM,=,CHEMBL193900
Concentration required to inhibit A beta 40 peptide 100 uM,IC50,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,12000.0,nM,=,CHEMBL193900
Concentration required to inhibit A beta 40 peptide at 100 uM,Inhibition,COC(=O)C(C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,45.0,%,=,CHEMBL193956
Concentration required to inhibit A beta 42 peptide at 100 uM,Inhibition,COC(=O)C(C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,242.0,%,=,CHEMBL193956
Concentration required to inhibit A beta 40 peptide 100 uM,IC50,CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,20000.0,nM,=,CHEMBL194020
Concentration required to inhibit A beta 42 peptide 100 uM,Inhibition,CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,259.0,%,=,CHEMBL194020
Concentration required to inhibit A beta 40 peptide 100 uM,Inhibition,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(Cl)c1,40.0,%,=,CHEMBL194824
Concentration required to inhibit amyloid beta 42 peptide; nd is not determined,IC50,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(Cl)c1,,nM,,CHEMBL194824
Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL),IC50,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,280000.0,nM,=,CHEMBL190083
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,Nc1ccc(/C=C/c2ccc(O)cc2)cc1,95.0,nM,=,CHEMBL194754
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,Nc1ccc(/C=C/c2ccc(OCC(CO)CF)cc2)cc1,15.0,nM,=,CHEMBL198597
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CN(C)c1ccc(/C=C/c2ccc(O)cc2)cc1,1.1,nM,=,CHEMBL198598
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CN(C)c1ccc(/C=C/c2ccc(OCC3COC(C)(C)OC3)cc2)cc1,59.0,nM,=,CHEMBL371066
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)CO)cc2)cc1,38.0,nM,=,CHEMBL196407
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,COc1ccc(S(=O)(=O)OCC(CO)COc2ccc(/C=C/c3ccc(N(C)C)cc3)cc2)cc1,150.0,nM,=,CHEMBL196213
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)C[18F])cc2)cc1,15.0,nM,=,CHEMBL1169460
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)Cc3ccc(Br)cc3)cc2)cc1,80.0,nM,=,CHEMBL196387
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CNc1ccc(/C=C/c2ccc(O)cc2)cc1,1.2,nM,=,CHEMBL381642
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CNc1ccc(/C=C/c2ccc(OCC(CO)CO)cc2)cc1,32.5,nM,=,CHEMBL196941
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,CNc1ccc(/C=C/c2ccc(OCC(CO)C[18F])cc2)cc1,5.0,nM,=,CHEMBL567747
Inhibition constant for I-125-IMPY binding to amyloid plaques in Alzheimers disease brain homogenates,Ki,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H],2.8,nM,=,CHEMBL1788111
Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells,IC50,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,6700.0,nM,>,CHEMBL200116
Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells,IC50,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,5.2,nM,=,CHEMBL199946
Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells,IC50,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,6000.0,nM,=,CHEMBL202877
Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells,IC50,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,20000.0,nM,>,CHEMBL425031
Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells,IC50,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,9900.0,nM,=,CHEMBL200014
Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells,IC50,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,740.0,nM,=,CHEMBL202507
Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells,IC50,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,180.0,nM,=,CHEMBL200077
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,COc1ccccc1-c1ccc(-c2ccccc2OC)s1,625.0,nM,=,CHEMBL204873
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,CNc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,31.2,nM,=,CHEMBL205512
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,Oc1ccc(-c2ccc(-c3ccc(NCCF)cc3)s2)cc1,3.9,nM,=,CHEMBL206224
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,COc1ccc(-c2ccc(-c3ccc(NCCF)cc3)s2)cc1,21.5,nM,=,CHEMBL202938
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,CN(C)c1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,7.5,nM,=,CHEMBL377279
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,COc1ccc(-c2ccc(-c3ccc(N(C)C)cc3)s2)cc1,500.0,nM,=,CHEMBL438972
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,Nc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,9.6,nM,=,CHEMBL205824
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,COc1ccc(-c2ccc(-c3ccc(N)cc3)s2)cc1,5.6,nM,=,CHEMBL203320
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,COc1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,18.5,nM,=,CHEMBL205403
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,Nc1ccc(-c2ccc(-c3ccc(N)cc3)s2)cc1,6.1,nM,=,CHEMBL382007
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,COc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,6.1,nM,=,CHEMBL381991
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,Oc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,4.0,nM,=,CHEMBL204010
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,COc1ccc(-c2ccc(-c3ccc(OC)cc3)s2)cc1,108.0,nM,=,CHEMBL378797
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,CSc1ccc(-c2ccc(-c3ccc(SC)cc3)s2)cc1,1000.0,nM,>,CHEMBL424863
Displacement of [125I]IMPY from beta amyloid plaque in brain homogenates,Ki,O=[N+]([O-])c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,185.0,nM,=,CHEMBL202898
Inhibition of beta-amyloid peptide production in CHO N9 cell line,IC50,CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,200.0,nM,=,CHEMBL204357
Inhibition of beta-amyloid peptide production in CHO N9 cell line,IC50,CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1=O,6800.0,nM,=,CHEMBL206766
Inhibition of beta-amyloid peptide production in CHO N9 cell line,IC50,CCC[C@H](C(=O)NC/C=C/Cc1ccccc1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,3000.0,nM,=,CHEMBL204443
Inhibition of beta-amyloid peptide production in CHO N9 cell line,IC50,CCC[C@H](C(=O)NC1CCCC1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,6000.0,nM,=,CHEMBL381336
